minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
1,21,0.51,1,0,55
3,4,0.3,69,254,586
2,84,4.42,31,108,50
3,33,0.42,1,362,375
2,79,1.29,36,362,148
30,79,2.95,1,179,229
2,10,1.5,39,43,113
1,158,5.44,1,0,55
1,33,1.93,45,0,209
2,99,4.43,1,151,300
1,2,0.13,1,0,70
3,1,0.94,1,340,97
30,28,0.46,11,340,108
1,1,0.12,2,311,275
2,221,3.88,1,357,170
30,4,0.29,1,0,150
1,2,2.0,1,50,21
1,164,2.67,1,363,47
1,7,0.12,1,0,109
3,6,1.61,3,84,45
4,33,2.14,22,308,186
1,4,0.09,1,291,110
1,118,6.29,41,361,105
2,11,1.34,2,171,375
14,6,0.13,1,0,35
3,1,0.03,1,0,90
3,6,0.59,1,0,169
2,6,0.07,1,364,375
31,99,5.32,1,124,51
30,1,0.06,1,0,110
30,66,2.58,1,314,95
1,38,1.57,1,71,75
3,37,0.71,1,179,175
14,40,0.83,1,267,175
2,21,1.16,1,0,375
3,3,0.26,1,285,686
5,1,0.02,1,0,250
1,36,3.8,3,321,131
3,83,4.49,1,116,262
2,53,1.28,6,152,35
30,6,0.07,13,220,158
2,69,2.39,34,347,873
5,25,1.32,6,112,150
1,7,0.86,2,180,55
28,3,0.53,19,0,110
30,78,0.71,1,365,199
5,14,0.42,1,146,120
1,196,4.99,1,157,75
1,4,0.08,1,0,80
2,111,4.01,1,221,80
3,4,0.36,1,180,92
2,1,0.02,1,0,45
2,292,5.64,2,84,91
21,1,0.02,2,358,90
1,53,2.4,7,0,239
2,72,0.87,3,90,128
1,9,1.07,5,90,177
1,67,1.3,2,42,35
3,33,0.44,1,0,395
4,9,0.43,1,60,52
3,103,4.02,5,11,129
31,30,0.77,2,264,500
3,20,0.67,1,0,176
2,25,0.45,20,356,157
2,26,0.86,1,0,70
30,3,0.36,1,340,111
3,8,0.17,154,264,271
2,21,0.25,3,280,289
2,192,4.24,2,0,99
1,74,3.26,11,21,59
3,1,1.0,3,179,39
1,5,0.72,1,0,89
6,47,0.95,1,59,92
3,68,2.8,4,0,582
1,234,5.89,3,64,125
31,28,0.4,1,330,159
2,8,0.55,3,363,50
30,7,0.89,1,38,75
2,29,0.52,1,0,245
2,25,0.37,3,0,40
2,1,0.14,10,335,43
3,14,1.44,2,14,82
1,7,0.9,1,0,82
2,6,0.16,1,0,79
2,6,0.17,3,179,72
3,102,2.48,8,254,95
6,47,0.72,1,276,479
30,37,0.92,1,117,400
5,2,0.48,12,281,35
1,2,0.44,1,365,89
1,14,1.43,5,89,58
30,63,0.86,3,364,130
30,1,0.05,1,365,99
4,1,0.11,1,90,190
1,44,2.03,31,0,129
2,58,2.35,2,75,235
2,63,3.03,1,0,125
1,4,0.26,1,363,115
1,79,3.48,116,188,230
30,230,2.15,2,293,168
30,21,1.32,1,336,99
30,42,0.83,1,365,100
28,2,0.14,14,302,30
30,102,2.27,12,37,107
30,22,0.47,1,0,50
5,25,0.71,2,357,31
30,29,0.36,1,4,75
2,82,2.46,2,164,30
1,5,0.16,1,89,65
30,3,0.09,1,0,65
2,160,3.23,2,0,154
30,6,0.11,30,365,116
3,12,4.39,8,184,1042
30,31,0.6,3,156,50
3,8,0.19,2,1,329
1,42,2.42,5,344,79
1,86,1.47,1,0,60
3,63,2.11,20,341,409
30,108,2.68,1,89,283
1,1,0.07,40,157,407
5,34,0.67,1,101,90
2,85,1.99,5,164,385
30,5,0.29,6,346,250
1,2,0.24,1,171,60
1,208,6.86,1,240,90
1,72,2.19,1,0,66
2,39,2.23,6,310,99
1,123,3.43,1,341,208
1,11,5.5,11,54,72
1,15,0.55,16,0,177
1,24,1.24,1,345,85
1,13,0.97,181,358,105
2,3,1.41,6,365,80
3,20,1.08,1,0,125
5,11,0.33,1,177,55
1,6,0.45,9,340,145
1,1,0.03,1,0,150
3,250,3.48,1,235,135
30,1,0.07,3,56,650
5,30,0.56,213,351,119
2,9,0.66,1,180,236
180,2,0.24,2,253,100
30,80,2.3,8,104,225
1,6,0.12,1,0,200
2,46,2.23,34,126,84
2,75,1.67,1,0,104
5,28,1.33,1,0,425
1,97,4.31,3,33,28
3,124,1.95,55,262,170
30,64,1.48,3,315,99
31,1,0.12,393,1,126
1,76,2.77,6,12,70
1,4,0.41,5,300,53
31,64,2.39,2,105,319
3,40,0.74,1,179,225
3,114,2.03,4,0,80
14,8,0.11,1,187,45
1,15,0.92,1,253,60
2,5,1.35,1,348,75
2,20,0.43,1,25,60
1,56,4.41,6,250,92
1,45,1.52,2,365,55
30,5,0.25,1,212,175
2,3,0.07,3,76,312
2,4,2.5,1,363,250
2,116,3.12,2,354,75
2,1,0.16,1,0,199
5,417,3.68,1,336,80
30,23,0.79,5,106,243
2,25,2.64,3,313,131
1,4,0.27,1,0,79
2,7,1.09,10,365,400
1,260,4.88,1,156,165
31,2,0.07,2,87,246
1,134,2.62,4,313,529
29,38,1.68,1,62,140
1,2,0.23,1,179,95
7,33,1.39,1,236,91
30,95,2.88,1,365,135
4,1,0.27,4,25,85
5,2,0.04,1,0,550
5,1,0.04,1,0,100
3,79,2.28,3,220,65
1,3,0.11,2,0,49
1,56,3.35,6,0,125
1,594,9.97,4,153,188
3,48,2.46,1,268,215
2,4,0.58,6,221,370
2,37,0.73,1,72,450
1,4,2.5,7,365,111
31,28,0.36,3,272,52
3,31,1.31,62,320,133
2,26,2.44,18,358,275
30,3,0.07,25,355,100
4,98,3.54,4,308,67
3,18,0.83,2,364,200
1,99,2.76,18,0,75
1,6,4.19,1,86,48
1,5,0.08,1,0,70
5,11,0.2,12,144,39
2,12,1.45,8,12,129
1,1,0.05,22,17,400
1,104,2.13,1,0,55
30,44,1.86,1,0,64
30,1,0.71,2,310,100
3,128,2.56,7,350,132
3,20,1.04,1,157,79
1,9,1.58,16,90,55
30,2,0.03,1,0,153
1,1,0.06,8,38,215
1,59,1.59,4,0,78
7,4,0.12,1,365,80
3,23,0.49,1,354,1500
3,31,1.76,2,0,100
15,7,0.28,7,87,56
1,389,6.22,2,137,114
2,9,0.52,1,13,189
1,14,0.96,1,0,111
30,16,0.26,2,315,150
20,1,0.02,1,90,980
3,88,1.79,13,180,50
30,1,0.07,1,0,80
2,6,4.29,1,46,264
2,52,0.67,1,365,80
2,20,0.27,1,358,299
1,94,7.88,12,2,36
7,1,0.16,3,131,58
2,30,2.06,18,356,119
3,10,0.26,53,165,193
1,198,3.3,3,347,60
1,43,1.78,7,0,73
1,113,1.78,39,156,126
1,2,0.15,1,180,59
1,17,1.24,116,49,9999
31,31,0.55,2,345,130
2,3,0.07,1,0,250
1,110,6.43,3,180,399
20,24,1.32,18,232,180
30,2,0.14,3,149,130
3,3,0.24,8,354,199
31,31,0.4,2,320,130
30,1,0.42,1,127,90
3,11,1.13,1,29,69
2,35,4.05,1,61,113
1,7,0.98,33,365,149
3,166,2.9,1,340,146
1,1,0.05,1,365,475
7,1,0.11,4,363,140
28,9,0.07,1,365,41
1,59,7.41,2,1,35
30,38,1.11,19,60,98
1,294,4.89,8,362,35
1,124,6.09,1,0,85
30,4,0.26,130,358,20
5,1,0.1,10,113,137
30,2,0.15,10,180,82
30,4,0.24,2,206,19
1,10,0.2,1,364,1220
2,9,0.33,1,44,40
15,23,1.01,1,350,725
2,16,1.24,9,328,393
30,144,1.8,12,0,339
2,42,3.28,27,224,164
3,6,0.08,15,349,420
2,24,1.17,1,0,215
1,55,1.18,2,139,86
30,10,0.52,1,340,60
2,1,0.03,1,0,41
2,7,0.3,2,364,99
2,13,1.88,3,356,253
1,4,0.37,28,218,161
2,10,0.18,1,352,185
31,150,2.17,1,329,213
1,4,0.26,9,276,269
2,20,1.69,1,5,150
7,62,1.31,1,0,65
30,1,0.04,1,201,260
28,3,0.16,2,179,50
1,6,0.19,108,331,137
2,31,1.35,1,43,195
30,7,0.41,2,18,185
20,71,2.44,1,47,201
2,134,3.26,2,91,50
3,20,1.62,1,106,99
2,68,1.81,2,240,159
1,61,1.1,2,254,59
1,1,0.29,1,149,107
30,2,0.05,12,365,550
2,2,0.11,1,0,90
1,5,0.09,1,0,28
4,44,5.64,1,34,71
28,6,0.29,130,328,35
1,14,1.47,5,158,55
1,3,0.06,4,118,59
2,12,0.49,2,9,50
1,280,4.55,1,337,110
2,10,0.79,1,359,75
1,8,0.36,2,314,190
1,19,1.33,2,0,63
2,7,0.24,1,0,121
2,50,0.97,3,0,55
2,42,1.22,1,0,119
1,39,3.37,3,321,71
1,49,1.44,1,327,50
30,28,0.88,1,170,130
1,87,3.34,1,364,125
2,1,0.21,15,295,149
30,78,0.91,30,365,35
3,83,1.32,5,315,149
30,12,0.32,1,335,275
3,345,5.53,1,15,91
5,17,1.15,1,0,59
30,18,1.22,10,365,43
3,31,0.62,10,122,198
1,8,0.51,1,179,65
30,7,0.1,1,0,170
2,70,2.04,1,282,75
30,399,7.38,1,169,64
1,60,1.76,1,176,250
14,2,0.16,1,358,150
4,2,0.09,2,365,650
60,3,0.4,2,180,50
3,27,2.36,1,232,62
5,27,0.66,14,295,302
2,1,0.15,1,0,180
1000,1,0.13,2,90,199
15,1,0.03,1,0,70
2,14,0.82,1,0,80
20,21,1.48,18,239,200
5,5,0.1,1,0,120
30,4,0.22,1,30,80
30,10,0.64,23,179,42
3,44,0.63,1,294,250
28,45,0.33,2,324,76
1,6,0.11,1,0,114
2,45,1.27,3,353,75
2,30,2.47,1,142,130
2,9,0.2,1,0,133
1,3,0.63,13,357,48
1,48,1.09,1,320,70
3,16,0.33,1,0,200
3,4,0.15,1,88,70
2,57,2.35,1,89,151
3,84,1.32,1,302,164
1,406,7.9,4,151,93
2,2,0.82,1,255,500
2,22,3.37,1,253,206
4,20,0.3,8,345,800
1,1,1.0,72,314,230
1,1,0.14,1,0,105
1,106,1.76,1,223,149
3,2,0.24,1,0,65
3,24,1.76,3,204,389
2,11,0.24,1,0,65
5,45,0.45,2,88,50
1,8,0.41,1,0,45
2,383,6.59,1,362,93
2,104,2.48,1,86,121
1,4,0.43,1,179,60
30,3,0.12,3,364,83
2,60,1.34,3,180,65
1,1,0.16,1,88,96
4,11,0.16,1,0,350
4,3,0.13,1,6,100
10,1,0.04,3,0,40
1,14,0.29,10,199,169
1,177,4.6,51,353,321
2,165,2.73,1,0,185
3,7,0.44,24,334,179
30,1,0.05,238,364,189
1,222,3.84,2,106,99
10,130,3.51,14,364,99
2,24,2.08,1,154,52
2,105,1.4,1,43,99
3,1,0.08,1,0,65
3,27,2.07,4,161,129
2,9,0.27,1,129,250
3,5,0.17,1,326,250
30,3,0.08,1,0,93
4,65,2.77,1,231,99
3,95,1.96,2,2,220
2,66,3.74,1,65,45
30,20,2.02,2,359,100
30,1,0.23,115,234,141
2,4,0.57,44,5,32
29,47,0.69,7,363,89
2,98,2.24,3,179,150
1,75,0.85,2,321,50
2,27,2.29,2,170,119
2,21,0.78,1,0,189
2,1,1.0,2,353,109
3,38,1.16,2,48,103
1,58,2.56,3,88,139
2,16,0.46,1,0,120
1,13,0.54,1,0,239
1,48,1.27,2,0,65
30,4,0.47,2,1,85
4,18,0.24,2,208,300
1,21,1.35,1,49,70
1,114,5.98,1,134,56
5,1,0.03,1,362,130
3,5,0.53,1,0,350
2,23,1.2,3,13,47
2,7,7.0,1,61,257
1,3,0.06,233,0,239
30,3,0.15,7,361,48
3,14,1.28,2,290,201
7,5,0.13,2,100,200
1,1,0.03,1,362,176
1,73,3.14,2,0,50
30,10,0.28,154,314,137
3,14,0.23,1,115,212
2,65,3.38,31,130,97
30,8,0.19,20,312,99
2,108,3.53,1,175,64
5,3,0.04,1,338,255
1,1,0.17,1,52,22
2,3,0.09,2,147,423
3,6,0.72,3,302,488
3,9,0.51,1,1,132
2,16,0.45,1,0,57
7,4,0.33,3,364,210
30,1,0.15,1,364,65
30,1,0.01,1,362,165
2,1,0.12,2,46,130
2,63,2.17,1,0,75
2,49,2.68,1,132,147
7,209,2.79,1,364,120
3,2,0.07,1,0,500
19,4,0.16,1,362,70
1,8,1.14,3,345,28
30,11,0.33,1,0,55
91,37,1.05,12,0,165
29,20,0.35,1,169,79
4,79,4.66,2,83,170
3,7,0.34,2,0,195
1,75,2.83,2,129,116
2,37,2.76,1,0,108
3,26,0.46,1,10,227
2,4,0.35,2,357,45
1,1,0.05,1,0,800
1,13,2.65,15,356,75
2,69,2.45,3,3,35
4,7,0.13,3,0,50
1,113,3.86,1,164,99
1,51,5.24,41,229,292
2,36,1.86,2,267,111
1,7,0.58,1,179,53
2,253,4.74,5,297,81
2,58,2.17,6,323,131
28,3,0.11,3,0,105
4,25,0.38,13,324,225
5,4,0.31,10,232,139
1,1,0.05,6,0,13
2,30,1.35,2,29,37
1,40,1.37,1,70,65
2,1,0.06,1,0,250
1,2,0.04,1,0,96
30,42,0.77,1,47,75
1,1,1.0,18,49,36
5,46,0.57,1,78,100
4,40,0.58,38,135,229
2,12,0.61,1,267,1795
30,15,0.16,13,1,265
2,98,4.77,6,18,40
2,23,0.32,1,0,239
2,4,1.74,17,303,432
2,3,0.3,2,140,129
2,59,0.98,4,361,118
2,5,0.33,1,0,74
3,126,2.04,1,230,180
2,67,4.62,2,0,150
1,74,2.56,19,0,220
1,19,0.84,4,0,29
5,3,0.21,3,66,33
2,21,1.98,4,329,110
2,235,4.72,1,0,78
3,168,2.67,2,180,70
2,2,0.03,1,0,250
4,5,1.04,3,57,71
10,31,0.93,7,17,50
3,75,2.37,3,104,65
3,7,0.35,2,85,69
1,19,1.78,6,111,124
1,52,2.32,1,59,120
2,9,0.25,1,87,80
1,3,0.07,1,0,200
3,1,1.0,4,19,94
1,100,9.93,4,365,195
3,2,2.0,2,16,279
5,6,0.73,1,105,250
3,3,1.0,1,358,44
3,4,0.27,40,365,90
7,2,0.06,1,0,40
1,2,0.15,10,180,41
3,5,0.15,87,306,255
31,120,2.04,3,0,37
1,29,3.33,32,13,300
6,5,0.15,1,177,250
14,22,0.79,1,0,285
2,6,4.74,1,248,245
1,56,2.13,2,0,79
1,116,4.73,62,140,66
1,136,3.26,55,251,79
30,2,0.09,393,30,117
3,1,0.02,5,88,225
30,13,0.19,43,289,120
1,17,1.29,6,365,45
30,4,0.06,1,358,160
2,8,0.47,1,89,199
5,178,5.0,1,83,135
1,1,1.0,3,346,31
1,4,0.1,1,0,120
1,175,5.55,5,40,128
5,18,0.33,3,328,52
4,55,1.89,3,341,179
2,1,0.05,195,352,99
1,3,0.18,1,0,200
2,25,3.91,1,38,75
2,32,0.76,1,0,60
3,11,0.23,1,0,100
30,5,0.76,5,327,80
30,1,0.04,214,0,169
3,353,6.85,9,181,38
1,57,2.45,1,0,90
2,21,1.22,1,1,40
3,183,3.1,1,171,279
30,9,0.59,2,261,80
5,16,1.69,1,307,326
3,6,0.19,1,0,130
3,40,1.58,5,248,205
150,35,0.77,1,0,70
2,87,3.8,1,76,68
2,20,1.37,1,168,55
3,110,7.22,2,350,77
3,105,1.67,1,0,99
3,444,4.4,1,352,160
4,1,0.07,112,239,600
3,7,0.64,6,88,88
2,2,0.26,48,316,149
2,19,0.68,1,0,95
2,56,1.52,1,350,110
2,2,0.09,1,0,150
2,12,1.26,9,23,228
1,8,1.46,4,71,105
2,7,0.24,1,0,100
4,7,0.45,40,287,361
2,36,1.51,4,0,50
1,456,6.42,4,354,44
2,2,0.35,1,0,80
2,6,0.64,1,93,159
29,5,0.05,1,165,95
2,100,2.57,2,58,145
1,41,2.89,62,129,61
1,236,8.69,1,231,65
2,38,0.97,1,0,250
1,86,1.12,1,61,125
7,2,0.08,1,0,47
2,58,1.45,7,356,168
30,51,1.3,1,179,85
3,8,0.87,13,9,397
4,4,0.18,12,202,575
91,16,0.26,2,0,200
2,16,1.34,1,13,80
27,22,0.32,1,41,131
1,23,0.56,25,0,75
1,1,0.29,1,89,50
2,2,0.09,35,298,438
2,57,1.43,1,344,248
31,12,0.24,4,333,54
5,3,0.07,1,0,750
3,5,0.13,1,0,300
31,4,0.11,15,66,99
3,84,2.02,1,154,165
30,42,0.52,42,365,85
31,34,1.76,61,365,65
3,22,1.47,1,116,101
1,50,4.95,18,0,142
2,1,0.03,1,365,1200
30,51,1.24,1,179,120
30,16,0.56,3,90,41
2,34,1.76,7,362,193
3,10,0.45,260,351,248
30,1,0.07,154,330,122
1,165,3.35,3,71,239
30,1,0.01,1,168,225
1,172,5.86,1,85,55
91,71,2.78,1,0,219
1,8,3.33,22,59,116
2,83,3.18,1,158,139
2,110,1.51,1,0,198
2,78,1.14,1,177,249
30,68,2.07,20,45,92
5,18,0.39,1,0,106
26,9,0.15,1,0,500
31,10,0.21,1,141,70
3,18,0.32,1,0,87
1,21,0.72,1,156,65
2,225,3.71,2,285,175
30,1,0.11,10,364,178
1,1,0.28,7,344,20
2,91,1.89,1,61,119
30,34,1.26,1,365,75
2,67,1.12,1,292,112
30,13,0.75,1,188,105
1,10,0.65,1,29,55
2,168,2.32,1,220,98
30,10,0.36,1,0,125
5,1,0.03,1,0,244
30,5,0.38,7,153,119
1,117,1.49,3,0,82
5,10,0.49,4,153,100
30,6,0.59,1,0,49
30,61,2.39,1,0,85
3,6,0.35,2,0,190
4,24,0.36,1,0,300
1,260,3.21,3,269,94
30,127,2.06,2,299,160
2,3,0.08,1,362,175
1,29,0.87,1,161,110
3,239,6.37,5,165,55
5,100,2.24,1,210,85
30,2,0.09,393,1,186
1,50,1.99,1,33,80
3,50,0.81,21,287,155
29,3,0.09,28,0,265
2,3,1.17,2,352,270
2,37,1.9,1,1,125
2,2,0.21,29,358,999
1,12,0.35,1,0,175
1,13,0.7,2,318,318
120,11,0.19,3,362,37
2,103,1.86,1,37,69
2,67,3.2,63,0,91
2,2,0.29,3,255,79
31,79,0.79,1,321,126
3,33,0.42,1,302,95
2,29,2.24,13,333,81
1,10,0.15,1,0,130
2,55,1.62,3,89,76
2,34,1.78,28,78,119
1,6,1.84,1,284,115
31,2,0.31,52,253,25
50,107,1.31,1,23,250
30,88,1.48,3,270,314
1,43,3.78,3,0,51
30,2,0.03,1,234,100
2,61,0.95,1,0,160
30,2,0.04,20,365,98
1,1,0.03,1,0,64
4,10,0.34,3,364,245
90,23,0.56,1,0,165
2,41,1.09,1,0,320
3,1,0.01,1,0,400
12,8,0.23,7,365,90
1,17,1.94,3,38,72
2,53,1.44,1,0,75
7,1,1.0,1,356,350
3,15,0.27,5,364,138
2,1,0.02,1,0,69
2,66,1.71,99,24,105
3,9,0.57,1,180,1085
28,11,0.19,3,283,68
2,10,2.36,4,324,153
30,2,0.09,2,0,123
1,2,0.29,1,180,178
30,20,0.38,13,0,128
3,6,0.17,1,0,250
1,16,1.97,1,28,46
2,1,0.36,76,360,186
4,8,0.18,1,314,47
1,1,0.02,1,0,90
3,13,0.9,2,0,150
1,361,4.93,6,26,35
2,182,3.65,5,334,527
1,1,0.21,1,0,69
3,25,0.65,1,8,1000
2,6,0.15,87,354,149
2,12,1.15,1,118,152
4,17,0.72,1,0,407
1,1,0.13,4,179,95
2,24,0.97,2,179,110
3,140,2.74,3,304,308
30,2,0.25,3,350,65
1,35,1.17,1,0,150
2,3,0.07,3,90,139
1,43,3.66,1,0,81
2,13,0.68,2,362,385
30,1,0.08,71,53,259
1,118,2.32,2,0,45
2,97,4.63,2,76,114
2,1,0.03,1,0,40
30,1,1.0,9,259,152
3,1,0.02,3,2,125
5,14,0.25,2,365,112
5,1,0.68,1,20,62
5,3,0.08,3,349,95
2,324,5.27,10,342,35
3,9,0.17,1,0,105
2,40,2.3,3,85,90
1,226,6.19,1,135,62
30,243,4.12,3,341,79
2,5,0.72,1,177,195
2,5,0.12,1,0,175
2,120,3.93,2,303,149
1,5,0.33,15,155,180
4,2,0.03,1,0,180
2,158,4.77,2,118,132
7,5,0.19,1,7,350
2,29,0.65,1,360,350
4,19,0.65,2,0,31
31,14,0.31,15,342,275
30,3,0.34,4,122,100
1,3,0.06,1,0,100
2,5,0.92,2,256,204
4,4,0.16,19,51,500
2,185,4.98,2,0,65
30,9,0.14,6,72,285
3,14,0.24,1,337,150
21,1,0.73,55,365,169
3,106,1.81,1,0,175
1,2,0.2,4,70,149
14,51,1.33,2,128,89
1,1,0.15,1,360,249
1,2,2.0,26,280,139
3,91,0.9,27,317,160
1,5,0.09,1,0,75
1,7,0.27,2,143,60
1,78,4.51,3,252,75
3,1,0.02,1,0,50
2,10,1.58,1,17,89
2,40,0.54,1,0,72
1,270,4.51,1,122,185
2,51,4.59,1,116,80
1,5,0.16,1,0,196
5,1,0.02,1,0,110
2,9,0.3,1,0,425
1,1,0.03,1,0,150
30,1,0.15,1,167,75
1,267,5.01,3,124,74
30,4,0.44,3,0,387
5,6,0.3,2,358,556
4,5,0.21,3,320,499
21,231,4.13,1,291,86
1,9,0.24,2,0,85
31,3,0.23,45,252,90
30,2,0.1,8,346,80
2,47,2.42,1,6,288
2,26,3.88,19,184,106
3,32,0.47,3,362,55
2,8,0.6,30,231,325
2,5,0.72,3,338,73
7,9,0.22,1,0,93
2,16,1.15,1,178,229
2,109,2.86,4,165,102
3,10,0.44,1,363,260
30,24,0.7,2,364,165
1,191,4.91,2,340,129
2,2,0.06,1,0,160
1,168,4.46,2,71,40
4,48,3.74,1,29,66
30,2,0.1,1,67,200
2,3,0.07,2,180,175
4,36,1.46,1,338,200
30,1,0.04,2,0,225
30,3,0.06,1,0,125
4,5,0.33,1,159,55
30,63,1.04,1,169,300
2,34,3.66,1,28,50
1,45,1.17,1,0,99
3,21,1.87,1,81,250
2,7,0.22,1,0,95
1,3,0.26,1,0,150
3,20,0.51,1,0,129
1,7,1.03,7,5,52
1,82,2.93,24,246,29
30,82,3.45,4,70,65
2,20,0.92,1,52,99
3,8,0.62,5,0,50
31,1,0.15,14,159,55
2,114,2.17,3,251,69
3,63,0.92,3,252,40
1,103,3.85,5,122,320
30,1,0.11,1,180,76
1,6,0.85,3,343,206
30,100,1.08,1,23,112
30,8,0.15,1,0,160
3,105,2.18,1,0,144
1,218,3.43,2,255,104
2,15,1.23,1,174,149
1,194,4.1,4,0,89
31,1,0.09,74,160,166
1,2,2.0,1,91,150
7,3,0.13,4,98,530
2,6,0.13,1,365,65
1,9,0.52,46,358,164
1,7,7.0,10,355,229
29,4,0.08,6,365,99
2,67,1.28,1,330,350
5,9,0.41,1,36,180
28,7,0.28,130,352,38
30,1,0.06,1,11,216
7,256,3.05,5,152,135
3,38,0.63,1,364,200
2,7,0.27,1,0,75
2,2,0.34,5,1,115
30,74,1.85,2,364,83
30,5,0.17,3,364,159
31,66,2.44,2,79,55
2,36,0.74,2,365,99
30,12,0.98,1,289,80
2,4,0.83,15,294,89
2,1,0.13,162,0,140
21,1,0.75,1,30,200
1,35,3.87,2,179,65
1,29,0.96,2,0,43
2,44,5.5,1,282,125
3,250,3.21,2,18,120
1,10,0.25,181,301,210
31,107,2.19,3,89,48
1,260,3.29,1,191,108
2,3,1.0,34,344,229
3,212,4.39,2,156,115
29,1,0.4,65,358,139
2,157,2.98,5,83,43
2,12,0.25,61,121,230
3,2,0.07,38,355,233
1,125,2.61,1,0,299
4,26,0.48,1,224,279
2,47,3.8,11,151,124
2,32,1.2,4,0,49
2,26,0.51,6,364,132
1,8,0.47,3,0,230
30,176,3.21,2,365,155
2,2,0.14,2,3,159
3,12,0.97,1,13,199
14,1,0.03,1,0,63
30,4,0.22,2,365,73
2,223,3.79,1,164,88
30,6,0.1,51,365,110
3,2,0.08,1,0,275
2,6,0.99,6,351,25
1,8,0.12,4,241,210
2,40,2.09,1,107,195
180,26,1.67,14,0,157
2,2,2.0,1,161,71
2,18,0.6,1,0,29
1,20,0.88,2,0,65
2,46,2.28,1,0,105
3,4,0.06,4,311,287
2,4,0.18,2,0,600
1,6,0.35,1,330,65
1,13,0.52,75,345,189
2,78,3.57,1,158,150
3,24,1.99,1,364,124
2,26,2.13,1,57,95
2,5,0.21,1,159,115
2,1,0.02,1,0,150
5,99,2.11,1,48,214
2,101,4.91,2,0,200
2,3,0.34,1,44,150
3,3,0.38,221,292,263
1,10,0.96,1,0,49
2,1,0.31,6,365,75
4,25,0.74,1,88,500
1,32,0.39,10,365,99
1,10,1.76,45,351,69
30,6,0.09,1,0,40
4,13,0.19,1,0,180
30,3,0.05,1,0,72
1,215,1.82,2,0,40
2,20,0.36,1,0,220
3,1,0.05,1,0,50
2,30,1.07,2,154,300
31,20,0.41,1,315,71
2,147,2.13,12,31,68
4,236,4.8,1,79,85
1,6,0.48,2,365,41
2,100,3.33,1,145,125
2,12,0.24,56,330,160
5,5,0.19,1,312,95
2,43,1.52,2,364,95
1,16,0.42,1,0,70
1,1,0.02,1,0,95
1,2,0.13,1,0,140
7,6,0.22,1,269,55
3,28,0.36,1,0,110
2,9,0.55,3,243,225
2,70,0.99,1,334,250
1,260,7.49,2,114,129
2,10,0.76,1,0,85
2,4,0.41,1,365,45
30,1,0.37,130,343,19
7,181,3.53,1,16,92
3,2,0.03,31,351,136
10,30,1.2,1,263,80
1,120,3.55,1,0,90
3,16,0.62,3,330,133
2,77,1.56,3,365,300
30,6,0.19,1,0,138
2,120,5.35,1,125,84
2,10,0.43,2,180,120
3,16,0.4,127,173,184
30,25,0.36,8,312,79
3,2,0.04,1,363,65
4,18,1.05,1,208,330
1,64,1.04,3,363,89
30,2,0.12,393,100,203
2,132,2.67,3,351,89
1,160,3.3,1,128,158
2,46,1.86,1,42,83
31,2,0.17,73,365,80
4,39,0.97,1,352,220
1,181,3.99,3,27,88
5,1,0.02,1,0,40
3,55,1.34,2,0,65
2,1,0.1,1,0,108
6,3,0.05,1,0,700
30,43,0.91,1,353,130
1,5,0.56,3,339,200
1,17,0.31,2,313,45
1,30,1.75,19,362,229
1,75,1.27,1,65,73
6,14,0.32,30,365,27
1,41,2.55,29,329,149
1,290,6.79,1,0,151
30,8,0.17,1,365,120
1,29,3.31,1,163,81
5,93,2.52,4,8,44
2,6,0.12,1,0,189
1,49,0.86,1,0,124
1,19,1.14,1,0,214
1,5,1.53,13,166,125
3,80,1.69,9,334,385
1,265,7.51,1,142,101
2,4,3.53,1,125,68
2,90,3.76,1,84,75
31,179,2.43,5,0,115
1,31,1.66,1,269,70
4,136,1.22,1,320,37
30,5,0.49,4,0,50
1,103,3.77,1,333,141
1,10,0.22,2,0,60
1,50,3.64,6,8,288
2,10,0.48,1,0,110
30,18,1.17,1,95,69
1,3,0.19,103,331,215
2,7,0.28,1,0,125
2,12,0.87,37,148,91
1,122,8.04,1,63,56
30,3,0.06,1,365,250
1,1,0.14,1,0,225
1,2,0.11,1,89,70
1,1,0.02,2,0,65
3,1,0.03,1,0,66
3,49,0.82,1,326,399
3,104,2.65,3,336,117
1,95,4.4,1,7,69
31,2,0.05,9,69,145
2,14,1.35,2,92,35
1,132,3.62,1,88,82
29,1,0.05,28,286,159
3,1,0.02,1,0,195
30,1,0.13,2,1,38
2,12,0.36,84,183,269
91,6,0.44,5,364,75
2,3,0.06,1,0,259
1,120,1.59,39,177,130
30,33,1.59,8,213,30
3,3,0.33,1,0,85
3,8,0.18,1,0,48
7,82,1.37,1,180,249
2,21,0.85,1,109,195
2,3,0.66,7,27,125
2,43,1.62,6,282,45
5,41,0.66,1,0,75
4,5,0.1,1,0,89
2,13,0.25,1,0,850
5,4,0.09,57,277,406
3,76,1.61,2,2,156
5,23,0.93,1,335,132
1,12,0.71,36,358,98
1,9,0.7,1,365,55
7,7,0.15,17,348,99
2,33,1.28,2,0,175
2,21,0.63,3,148,80
2,6,0.7,1,327,130
5,1,0.12,1,87,85
6,12,0.34,16,216,300
2,16,2.16,1,16,212
3,65,1.32,9,324,176
30,5,0.24,1,0,92
1,2,1.15,23,180,40
1,63,5.22,3,348,62
4,2,0.03,1,0,49
30,1,0.27,57,80,73
